ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
00981.HK,20250923,74.05,74.7,70.25,72.6,73.35,-0.75,-1.0225,1353665.0,9766187.43
00981.HK,20250924,72.8,78.25,72.15,76.75,72.6,4.15,5.7163,1503218.0,11402208.96
00981.HK,20250925,77.2,78.8,75.2,76.8,76.75,0.05,0.0651,1148833.0,8861911.61
00981.HK,20250926,75.9,77.8,72.2,72.95,76.8,-3.85,-5.013,1415994.0,10641068.51
00981.HK,20250929,74.0,76.5,73.1,76.5,72.95,3.55,4.8663,1065335.0,7973807.06
00981.HK,20250930,77.5,79.95,77.5,79.55,76.5,3.05,3.9869,1154193.0,9114340.57
00981.HK,20251002,80.15,90.35,80.1,89.65,79.55,10.1,12.6964,673896.0,5840577.42
00981.HK,20251003,90.35,91.35,88.65,90.9,89.65,1.25,1.3943,344624.0,3102587.94
00981.HK,20251006,90.5,92.8,87.4,91.05,90.9,0.15,0.165,439008.0,3953173.09
00981.HK,20251008,91.0,91.5,87.7,89.5,91.05,-1.55,-1.7024,388458.0,3468659.23
00981.HK,20251009,88.4,93.5,82.5,83.5,89.5,-6.0,-6.7039,3038092.0,26499269.88
00981.HK,20251010,81.95,82.65,76.65,77.55,83.5,-5.95,-7.1257,2031745.0,16039839.48
00981.HK,20251013,75.5,81.4,75.5,80.15,77.55,2.6,3.3527,2659935.0,21053000.12
00981.HK,20251014,81.8,81.85,72.1,73.35,80.15,-6.8,-8.4841,2104232.0,15877622.09
00981.HK,20251015,74.2,76.15,71.5,76.0,73.35,2.65,3.6128,1357422.0,10055792.36
00981.HK,20251016,76.0,76.2,72.6,73.9,76.0,-2.1,-2.7632,893853.0,6646206.86
00981.HK,20251017,73.65,74.1,68.35,69.1,73.9,-4.8,-6.4953,1666599.0,11670648.31
00981.HK,20251020,71.6,72.75,70.2,71.8,69.1,2.7,3.9074,859983.0,6154771.2
00981.HK,20251021,73.3,76.4,72.85,74.05,71.8,2.25,3.1337,1218862.0,9150416.91
00981.HK,20251022,73.85,75.9,72.5,74.85,74.05,0.8,1.0804,822985.0,6133300.35
00981.HK,20251023,74.5,75.0,71.85,74.05,74.85,-0.8,-1.0688,913052.0,6709750.97
00981.HK,20251024,75.7,80.05,75.7,80.0,74.05,5.95,8.0351,1546285.0,12097320.32
00981.HK,20251027,82.95,83.8,80.8,82.8,80.0,2.8,3.5,1437949.0,11878770.76
00981.HK,20251028,82.8,85.5,80.05,80.1,82.8,-2.7,-3.2609,1244712.0,10274836.31
00981.HK,20251030,81.95,82.4,77.3,79.2,80.1,-0.9,-1.1236,1418837.0,11245295.76
00981.HK,20251031,79.2,79.2,74.6,75.0,79.2,-4.2,-5.303,1081456.0,8204539.5
00981.HK,20251103,74.2,75.2,71.3,72.85,75.0,-2.15,-2.8667,958825.0,6944375.4
00981.HK,20251104,73.6,75.45,71.65,71.85,72.85,-1.0,-1.3727,749210.0,5499102.98
00981.HK,20251105,70.0,72.35,69.35,71.7,71.85,-0.15,-0.2088,760035.0,5361959.81
00981.HK,20251106,73.55,77.75,72.85,76.95,71.7,5.25,7.3222,1185768.0,8930186.89
00981.HK,20251107,75.75,77.95,74.7,75.45,76.95,-1.5,-1.9493,580520.0,4413125.31
00981.HK,20251110,76.0,76.7,72.5,74.7,75.45,-0.75,-0.994,743737.0,5495250.76
00981.HK,20251111,75.45,75.6,71.55,72.65,74.7,-2.05,-2.7443,708515.0,5177861.39
00981.HK,20251112,72.5,73.55,70.7,73.25,72.65,0.6,0.8259,664850.0,4797348.97
00981.HK,20251113,72.85,75.6,71.7,75.6,73.25,2.35,3.2082,885212.0,6548446.64
00981.HK,20251114,74.25,77.25,73.2,73.5,75.6,-2.1,-2.7778,930539.0,6999751.27
00981.HK,20251117,73.8,75.65,72.8,72.95,73.5,-0.55,-0.7483,608378.0,4507146.86
00981.HK,20251118,72.65,75.65,72.2,74.0,72.95,1.05,1.4393,691198.0,5140533.58
00981.HK,20251119,74.6,74.75,72.05,73.0,74.0,-1.0,-1.3514,492523.0,3600236.18
00981.HK,20251120,74.6,75.25,72.3,73.5,73.0,0.5,0.6849,590093.0,4345727.6
00981.HK,20251121,71.1,71.95,68.6,68.8,73.5,-4.7,-6.3946,1078596.0,7538430.31
00981.HK,20251124,69.05,69.55,63.7,68.05,68.8,-0.75,-1.0901,1467716.0,9721540.24
00981.HK,20251125,68.9,70.25,66.9,67.95,68.05,-0.1,-0.147,772511.0,5306909.26
00981.HK,20251126,67.8,69.95,66.9,68.85,67.95,0.9,1.3245,484147.0,3324895.74
00981.HK,20251127,69.15,71.8,68.15,68.35,68.85,-0.5,-0.7262,670418.0,4692901.09
00981.HK,20251128,69.6,69.6,67.9,68.8,68.35,0.45,0.6584,346355.0,2380158.69
00981.HK,20251201,68.9,69.95,67.85,69.45,68.8,0.65,0.9448,366184.0,2532143.77
00981.HK,20251202,69.35,69.65,68.05,68.65,69.45,-0.8,-1.1519,239423.0,1643697.39
00981.HK,20251203,68.15,69.25,66.85,67.2,68.65,-1.45,-2.1122,356264.0,2414488.07
00981.HK,20251204,67.3,70.25,66.55,69.8,67.2,2.6,3.869,503761.0,3464806.37
00981.HK,20251205,69.75,70.9,68.55,69.75,69.8,-0.05,-0.0716,455511.0,3185007.81
00981.HK,20251208,70.2,72.9,70.15,71.8,69.75,2.05,2.9391,692336.0,4987910.87
00981.HK,20251209,70.6,71.0,68.45,68.85,71.8,-2.95,-4.1086,662294.0,4607931.83
00981.HK,20251210,69.3,69.35,67.2,68.7,68.85,-0.15,-0.2179,443576.0,3008830.8
00981.HK,20251211,69.0,69.25,66.55,67.15,68.7,-1.55,-2.2562,494628.0,3336579.0
00981.HK,20251212,67.6,68.65,65.35,67.7,67.15,0.55,0.8191,598556.0,4013006.71
00981.HK,20251215,68.0,68.0,64.45,64.7,67.7,-3.0,-4.4313,670891.0,4402278.48
00981.HK,20251216,64.5,65.15,62.0,63.45,64.7,-1.25,-1.932,647850.0,4081880.32
00981.HK,20251217,63.05,65.2,63.05,64.75,63.45,1.3,2.0489,402989.0,2593098.16
00981.HK,20251218,64.0,65.6,63.65,64.7,64.75,-0.05,-0.0772,394156.0,2550990.72
00981.HK,20251219,65.45,66.15,64.8,65.05,64.7,0.35,0.541,391635.0,2561376.27
00981.HK,20251222,66.0,70.45,65.95,68.9,65.05,3.85,5.9185,913157.0,6275741.56
00981.HK,20251223,69.5,70.35,68.3,68.9,68.9,0.0,0.0,499665.0,3462248.5
00981.HK,20251224,70.35,72.5,70.35,71.05,68.9,2.15,3.1205,693598.0,4956364.78
00981.HK,20251229,71.5,73.7,69.55,69.55,71.05,-1.5,-2.1112,773521.0,5539644.53
00981.HK,20251230,71.5,73.15,70.45,72.5,69.55,2.95,4.2416,935543.0,6743620.82
00981.HK,20251231,72.9,73.45,71.2,71.45,72.5,-1.05,-1.4483,331860.0,2398272.19
00981.HK,20260102,71.45,75.4,70.8,75.1,71.45,3.65,5.1085,406698.0,3029361.27
00981.HK,20260105,75.8,78.3,75.05,76.5,75.1,1.4,1.8642,1299777.0,9955751.45
00981.HK,20260106,77.0,78.9,75.4,75.6,76.5,-0.9,-1.1765,1005743.0,7747964.89
00981.HK,20260107,76.4,76.7,73.7,74.7,75.6,-0.9,-1.1905,988080.0,7393201.28
00981.HK,20260108,74.6,77.45,74.1,74.95,74.7,0.25,0.3347,928108.0,7054325.35
00981.HK,20260109,75.5,76.25,73.5,74.4,74.95,-0.55,-0.7338,710742.0,5292258.83
00981.HK,20260112,74.5,75.5,73.35,75.3,74.4,0.9,1.2097,646188.0,4811958.83
00981.HK,20260113,75.2,76.15,73.25,74.45,75.3,-0.85,-1.1288,697135.0,5190603.7
00981.HK,20260114,74.6,76.45,74.15,75.95,74.45,1.5,2.0148,804585.0,6069374.67
00981.HK,20260115,75.5,78.4,74.95,77.35,75.95,1.4,1.8433,727362.0,5574170.84
00981.HK,20260116,78.8,79.7,77.6,79.2,77.35,1.85,2.3917,882489.0,6964284.81
00981.HK,20260119,79.2,80.1,77.0,77.0,79.2,-2.2,-2.7778,529271.0,4128915.75
00981.HK,20260120,77.4,77.6,73.75,74.5,77.0,-2.5,-3.2468,658380.0,4930807.5
00981.HK,20260121,73.45,77.75,73.35,77.25,74.5,2.75,3.6913,755902.0,5792655.8
00981.HK,20260122,78.5,79.45,76.4,77.85,77.25,0.6,0.7767,509211.0,3962351.19
00981.HK,20260123,78.5,78.55,76.85,78.1,77.85,0.25,0.3211,364893.0,2829325.43
00981.HK,20260126,77.4,77.45,74.7,75.55,78.1,-2.55,-3.265,537475.0,4061396.35
00981.HK,20260127,75.5,77.15,73.95,76.6,75.55,1.05,1.3898,607913.0,4602074.54
00981.HK,20260128,77.2,79.9,77.15,79.3,76.6,2.7,3.5248,983017.0,7740920.35
00981.HK,20260129,79.7,79.8,75.85,77.25,79.3,-2.05,-2.5851,747344.0,5781591.34
00981.HK,20260130,76.0,77.0,74.5,75.4,77.25,-1.85,-2.3948,527889.0,4001555.55
00981.HK,20260202,75.0,75.0,70.85,72.2,75.4,-3.2,-4.244,978379.0,7082961.93
00981.HK,20260203,73.2,73.7,69.35,70.45,72.2,-1.75,-2.4238,927931.0,6581260.14
00981.HK,20260204,69.8,69.85,67.8,68.75,70.45,-1.7,-2.4131,692979.0,4761605.37
00981.HK,20260205,67.2,67.8,65.5,67.45,68.75,-1.3,-1.8909,755757.0,5029573.0
00981.HK,20260206,66.0,69.05,65.75,67.6,67.45,0.15,0.2224,531613.0,3596186.46
00981.HK,20260209,69.6,71.75,69.0,70.35,67.6,2.75,4.068,544895.0,3829588.1
00981.HK,20260210,71.2,71.95,70.15,71.55,70.35,1.2,1.7058,450087.0,3207609.9
00981.HK,20260211,69.85,70.0,68.25,70.0,71.55,-1.55,-2.1663,882626.0,6109846.39
00981.HK,20260212,70.8,71.0,69.35,69.8,70.0,-0.2,-0.2857,409282.0,2866249.86
00981.HK,20260213,69.1,71.4,68.65,70.35,69.8,0.55,0.788,499692.0,3516982.74
00981.HK,20260216,70.45,70.65,69.25,69.9,70.35,-0.45,-0.6397,73462.0,514912.2
00981.HK,20260220,69.9,70.45,67.7,67.7,69.9,-2.2,-3.1474,138030.0,944863.27
00981.HK,20260223,68.4,71.75,68.4,71.1,67.7,3.4,5.0222,239654.0,1699086.44
00981.HK,20260224,69.9,70.8,68.6,69.4,71.1,-1.7,-2.391,517931.0,3600365.9
00981.HK,20260225,70.55,71.0,69.8,69.85,69.4,0.45,0.6484,436792.0,3069609.61
00981.HK,20260226,70.65,70.65,67.6,67.6,69.85,-2.25,-3.2212,564647.0,3887415.32
00981.HK,20260227,67.6,69.0,66.45,68.0,67.6,0.4,0.5917,361678.0,2461828.3
00981.HK,20260302,66.6,67.6,64.55,64.6,68.0,-3.4,-5.0,910117.0,5952804.16
00981.HK,20260303,65.25,65.5,61.0,62.55,64.6,-2.05,-3.1734,851676.0,5347352.24
00981.HK,20260304,61.0,63.2,60.7,61.25,62.55,-1.3,-2.0783,604149.0,3722920.37
00981.HK,20260305,63.0,63.55,61.25,61.5,61.25,0.25,0.4082,506728.0,3157377.09
00981.HK,20260306,61.65,63.6,61.1,61.8,61.5,0.3,0.4878,707962.0,4410152.78
00981.HK,20260309,58.8,61.3,58.3,60.85,61.8,-0.95,-1.5372,699461.0,4180002.24
00981.HK,20260310,62.35,64.2,61.8,64.2,60.85,3.35,5.5053,588788.0,3716928.16
00981.HK,20260311,64.5,65.4,63.35,63.75,64.2,-0.45,-0.7009,394289.0,2537643.14
00981.HK,20260312,63.1,65.6,62.4,63.1,63.75,-0.65,-1.0196,410204.0,2614831.37
00981.HK,20260313,62.6,62.9,61.3,62.2,63.1,-0.9,-1.4263,406729.0,2520123.27
00981.HK,20260316,61.85,64.15,60.5,62.5,62.2,0.3,0.4823,535964.0,3338761.95
00981.HK,20260317,63.15,63.35,61.1,61.85,62.5,-0.65,-1.04,447761.0,2779765.47
00981.HK,20260318,62.3,62.7,61.1,61.7,61.85,-0.15,-0.2425,386184.0,2385622.05
00981.HK,20260319,60.5,61.1,59.25,59.75,61.7,-1.95,-3.1605,681789.0,4095921.24
00981.HK,20260320,59.75,60.45,56.3,56.9,59.75,-2.85,-4.7699,864330.0,5015536.16
00981.HK,20260323,55.0,55.95,52.8,54.15,56.9,-2.75,-4.833,1076294.0,5834380.33
00981.HK,20260324,55.05,55.2,53.1,55.2,54.15,1.05,1.9391,623818.0,3394617.4
00981.HK,20260325,55.6,57.7,55.6,56.5,55.2,1.3,2.3551,555568.0,3135582.42
00981.HK,20260326,56.0,56.1,52.9,53.15,56.5,-3.35,-5.9292,676390.0,3640332.23
00981.HK,20260327,52.1,53.45,51.8,52.5,53.15,-0.65,-1.223,555769.0,2930539.75
00981.HK,20260330,50.5,51.7,49.32,51.4,52.5,-1.1,-2.0952,798589.0,4044725.37
00981.HK,20260331,50.8,52.9,50.0,50.7,51.4,-0.7,-1.3619,492387.0,2517391.88
00981.HK,20260401,52.75,53.65,51.9,52.85,50.7,2.15,4.2406,627074.0,3312618.31
00981.HK,20260402,52.85,52.85,50.05,51.0,52.85,-1.85,-3.5005,654086.0,3332648.26
00981.HK,20260408,54.8,57.15,53.95,56.15,51.0,5.15,10.098,1207925.0,6718809.75
00981.HK,20260409,55.65,57.0,54.5,55.7,56.15,-0.45,-0.8014,511355.0,2865786.35
00981.HK,20260410,57.0,59.6,56.9,58.25,55.7,2.55,4.5781,1044830.0,6108620.06
00981.HK,20260413,57.4,58.2,56.6,57.15,58.25,-1.1,-1.8884,412137.0,2356011.43
00981.HK,20260414,58.9,58.9,57.15,57.95,57.15,0.8,1.3998,417517.0,2421186.12
00981.HK,20260415,59.7,60.45,58.65,59.3,57.95,1.35,2.3296,683043.0,4065827.56
00981.HK,20260416,59.3,60.15,58.75,59.95,59.3,0.65,1.0961,482384.0,2873327.86
00981.HK,20260417,60.0,60.45,58.65,59.35,59.95,-0.6,-1.0008,432930.0,2572189.05
00981.HK,20260420,60.0,60.95,58.8,59.8,59.35,0.45,0.7582,567455.0,3399472.54
00981.HK,20260421,60.3,60.4,59.3,60.1,59.8,0.3,0.5017,352190.0,2113292.18
00981.HK,20260422,59.6,60.15,58.45,59.3,60.1,-0.8,-1.3311,593949.0,3512661.25
00981.HK,20260423,59.9,60.45,57.7,58.45,59.3,-0.85,-1.4334,536587.0,3153160.58
00981.HK,20260424,57.7,65.3,57.65,64.3,58.45,5.85,10.0086,1977828.0,12413152.55
00981.HK,20260427,67.2,69.95,66.55,68.25,64.3,3.95,6.1431,1745138.0,11971408.46
00981.HK,20260428,68.7,68.9,65.3,66.05,68.25,-2.2,-3.2234,954455.0,6391136.78
00981.HK,20260429,65.65,66.25,64.1,65.8,66.05,-0.25,-0.3785,652520.0,4257623.65
00981.HK,20260430,66.35,71.7,66.0,70.9,65.8,5.1,7.7508,1681775.0,11666287.38
00981.HK,20260504,72.0,74.65,72.0,72.15,70.9,1.25,1.763,396798.0,2915603.4
00981.HK,20260505,71.3,71.9,70.1,70.8,72.15,-1.35,-1.8711,173436.0,1226803.51
00981.HK,20260506,73.75,79.4,73.6,74.85,70.8,4.05,5.7203,2160902.0,16500926.02
00981.HK,20260507,76.55,79.4,74.35,76.75,74.85,1.9,2.5384,1451302.0,11133754.58
00981.HK,20260508,74.85,75.3,72.5,73.35,76.75,-3.4,-4.43,1064965.0,7803020.45
00981.HK,20260511,75.65,77.85,75.55,76.6,73.35,3.25,4.4308,1103702.0,8474024.54
00981.HK,20260512,77.95,78.0,73.4,76.6,76.6,0.0,0.0,998230.0,7561506.98
00981.HK,20260513,74.35,75.2,72.1,74.15,76.6,-2.45,-3.1984,868142.0,6430596.72
00981.HK,20260514,75.3,76.1,71.5,71.5,74.15,-2.65,-3.5738,983945.0,7186543.6
00981.HK,20260515,73.9,76.65,70.75,71.15,71.5,-0.35,-0.4895,1568410.0,11574741.5
00981.HK,20260518,70.55,72.65,67.6,68.7,71.15,-2.45,-3.4434,1189618.0,8304258.62
00981.HK,20260519,67.95,69.4,65.2,68.5,68.7,-0.2,-0.2911,1197915.0,8014463.9
00981.HK,20260520,68.05,77.45,67.6,75.15,68.5,6.65,9.708,2585161.0,19218462.58
00981.HK,20260521,78.0,79.4,73.5,74.2,75.15,-0.95,-1.2641,1790077.0,13771155.18
00981.HK,20260522,76.85,80.1,73.6,79.85,74.2,5.65,7.6146,2126109.0,16513887.81
00981.HK,20260526,91.8,93.0,84.1,84.4,79.85,4.55,5.6982,3718359.0,32579806.62
00981.HK,20260527,86.0,89.45,83.15,85.2,84.4,0.8,0.9479,1927097.0,16653965.06
00981.HK,20260528,84.95,92.5,84.3,88.25,85.2,3.05,3.5798,2643699.0,23659568.5
00981.HK,20260529,88.5,89.65,80.8,81.6,88.25,-6.65,-7.5354,2149216.0,18216477.28
00981.HK,20260601,81.3,84.3,78.55,79.45,81.6,-2.15,-2.6348,1403742.0,11359210.36
00981.HK,20260602,79.85,83.4,79.15,81.95,79.45,2.5,3.1466,1040375.0,8492423.02
00981.HK,20260603,83.05,85.8,81.9,82.95,81.95,1.0,1.2203,1111928.0,9361647.47
00981.HK,20260604,81.65,84.75,80.0,81.5,82.95,-1.45,-1.748,1006293.0,8331977.55
00981.HK,20260605,80.8,81.45,75.35,75.65,81.5,-5.85,-7.1779,1929905.0,14927141.28
00981.HK,20260608,73.0,76.1,71.15,72.55,75.65,-3.1,-4.0978,1406248.0,10255444.05
00981.HK,20260609,73.0,76.8,71.6,75.0,72.55,2.45,3.377,963312.0,7189351.42
00981.HK,20260610,74.05,77.8,71.05,72.35,75.0,-2.65,-3.5333,1083845.0,7967409.05
00981.HK,20260611,72.3,73.55,70.5,73.3,72.35,0.95,1.3131,803355.0,5782299.31
00981.HK,20260612,75.55,77.0,71.3,71.65,73.3,-1.65,-2.251,1014408.0,7534475.27
00981.HK,20260615,74.0,76.95,72.65,76.65,71.65,5.0,6.9784,992654.0,7521190.5
00981.HK,20260616,77.45,77.95,72.95,74.0,76.65,-2.65,-3.4573,744739.0,5588484.28
00981.HK,20260617,73.0,76.5,72.4,75.75,74.0,1.75,2.3649,975020.0,7279235.01
00981.HK,20260618,76.1,79.45,73.75,76.5,75.75,0.75,0.9901,2035541.0,15559424.91
00981.HK,20260622,78.8,82.4,77.15,78.9,76.5,2.4,3.1373,1719947.0,13669507.2
00981.HK,20260623,79.2,84.1,76.5,77.85,78.9,-1.05,-1.3308,1829635.0,14700757.65
00981.HK,20260624,77.6,86.45,77.6,84.8,77.85,6.95,8.9274,2180989.0,18241345.08
00981.HK,20260625,87.4,88.7,83.8,86.0,84.8,1.2,1.4151,1279696.0,11048462.06
00981.HK,20260626,84.5,85.25,79.05,80.0,86.0,-6.0,-6.9767,1429201.0,11608917.78
00981.HK,20260629,79.55,85.8,79.35,84.8,80.0,4.8,6.0,1245132.0,10281331.88
00981.HK,20260630,84.6,91.55,84.25,89.4,84.8,4.6,5.4245,1766239.0,15767983.9
00981.HK,20260702,84.1,84.2,78.55,80.4,89.4,-9.0,-10.0671,1782194.0,14496277.98
00981.HK,20260703,80.0,81.45,76.45,77.6,80.4,-2.8,-3.4826,1240533.0,9775810.66
00981.HK,20260706,79.85,80.5,72.5,75.75,77.6,-1.85,-2.384,159214979.0,1206053465.92
00981.HK,20260707,75.1,76.65,72.15,73.45,75.75,-2.3,-3.0363,128600557.0,944571091.16
00981.HK,20260708,73.8,79.5,72.55,75.8,73.45,2.35,3.1995,153702147.0,1165062274.26
00981.HK,20260709,77.6,85.8,76.65,83.55,75.8,7.75,10.2243,227477167.0,1900571730.28
00981.HK,20260710,84.95,87.6,78.75,79.65,83.55,-3.9,-4.6679,168361707.0,1341000996.26
